text,processed_text,source,vader_label,vader_score,textblob_label,textblob_score,label,timestamp
Sangli needs better traffic management at Market Yard. Rush hour is becoming impossible! #SangliTraffic #CivicIssues,sangli need well traffic management market yard rush hour impossible sanglitraffic civicissues,sangli_twitter,positive,0.4926,neutral,0.038888888888888896,positive,2025-11-26 14:42:25.604584
Water supply issues in Ganpati Peth Sangli for the 3rd day. When will Municipal Corporation fix this? #SangliWater #CivicIssues,water supply issue ganpati peth sangli day municipal corporation fix sangliwater civicissues,sangli_twitter,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
Garbage collection delayed in Station Road area of Sangli. Streets getting dirty. @SangliMunicipal please help #SangliClean,garbage collection delay station road area sangli street get dirty help sangliclean,sangli_twitter,positive,0.0516,negative,-0.6,positive,2025-11-26 14:42:25.604584
"Great to see new road construction in Ganpati Peth, Sangli! Thanks to municipal corporation! #SangliDevelopment #Infrastructure",great new road construction ganpati peth sangli thank municipal corporation sanglidevelopment infrastructure,sangli_twitter,positive,0.8217,positive,0.4068181818181818,positive,2025-11-26 14:42:25.604584
Street lights not working in Sangli Hospital Sangli since last week. Safety concern for residents #SangliStreetLights #Safety,street light work sangli hospital week safety concern resident sanglistreetlights,sangli_twitter,positive,0.6808,neutral,0.0,positive,2025-11-26 14:42:25.604584
"Pothole on Vishrambag Road, Sangli needs immediate attention. Vehicle damage risk! #SangliRoads #RoadMaintenance",pothole vishrambag road sangli need immediate attention vehicle damage risk sangliroads roadmaintenance,sangli_twitter,negative,-0.68,neutral,0.0,negative,2025-11-26 14:42:25.604584
"Appreciate the cleanliness drive in Ganpati Peth, Sangli. Keep it up! #SwachhSangli #CleanSangli",appreciate cleanliness drive ganpati peth sangli swachhsangli cleansangli,sangli_twitter,positive,0.4574,neutral,0.0,positive,2025-11-26 14:42:25.604584
Bus service frequency should increase on Sangli-Station Road. Long waiting times #SangliTransport #PublicBus,bus service frequency increase sangli station road long wait time sanglitransport publicbus,sangli_twitter,positive,0.3182,neutral,-0.05,positive,2025-11-26 14:42:25.604584
"Park maintenance in Sangli Railway Station, Sangli is excellent. Good job municipal team! #SangliParks #GreenSangli",park maintenance sangli railway station excellent good job municipal team sangliparks greensangli,sangli_twitter,positive,0.784,positive,0.9375,positive,2025-11-26 14:42:25.604584
"Drainage system in Sangam Bridge, Sangli needs upgrade before monsoon #SangliDrainage #Monsoon2024",drainage system sangam bridge sangli need upgrade monsoon sanglidrainage,sangli_twitter,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
Sangli Municipal Corporation should improve waste management in Miraj-Sangli Road #SangliWaste #MunicipalServices,sangli municipal corporation improve waste management miraj road sangliwaste municipalservices,sangli_twitter,neutral,0.0258,negative,-0.2,neutral,2025-11-26 14:42:25.604584
"Traffic signals at Ganpati Peth, Sangli need proper timing adjustment #SangliTrafficSignals #RoadSafety",traffic signal ganpati peth sangli need proper timing adjustment sanglitrafficsignal roadsafety,sangli_twitter,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
Water quality in Ganpati Peth Sangli has improved! Good work by authorities #SangliWaterQuality #GoodGovernance,water quality ganpati peth sangli improve good work authority sangliwaterquality goodgovernance,sangli_twitter,positive,0.7424,positive,0.7,positive,2025-11-26 14:42:25.604584
Request Sangli MC to install more dustbins in Ganpati Peth market area #SangliCleanliness #PublicFacilities,request sangli mc install dustbin ganpati peth market area sanglicleanliness publicfacilities,sangli_twitter,neutral,0.0,positive,0.5,neutral,2025-11-26 14:42:25.604584
"Appreciate quick pothole repair work done in Miraj-Sangli Road, Sangli! Responsive governance #SangliRoadRepair #ThankYou",appreciate quick pothole repair work miraj sangli road responsive governance sangliroadrepair thankyou,sangli_twitter,positive,0.6696,positive,0.41666666666666663,positive,2025-11-26 14:42:25.604584
Sangli needs better parking facilities near Sangli Bus Stand. Traffic congestion increasing #SangliParking #UrbanPlanning,sangli need well parking facility near bus stand traffic congestion increase sangliparking urbanplanning,sangli_twitter,positive,0.4404,positive,0.3,positive,2025-11-26 14:42:25.604584
Sangli Hospital in Sangli requires street vendor regulation for smooth traffic flow #SangliTraffic #StreetVendors,sangli hospital require street vendor regulation smooth traffic flow sanglitraffic streetvendors,sangli_twitter,neutral,0.0,positive,0.4,neutral,2025-11-26 14:42:25.604584
Excellent work by Sangli fire brigade during recent emergency in Sangli Hospital! #SangliFireBrigade #EmergencyServices,excellent work sangli fire brigade recent emergency hospital sanglifirebrigade emergencyservices,sangli_twitter,negative,-0.1511,positive,0.5,negative,2025-11-26 14:42:25.604584
Sangli hospital services in Sangli Hospital need improvement. Healthcare is priority #SangliHealthcare #PublicHealth,sangli hospital service need improvement healthcare priority sanglihealthcare publichealth,sangli_twitter,positive,0.4588,neutral,0.0,positive,2025-11-26 14:42:25.604584
"Happy to see solar street lights installed in Sangam Bridge, Sangli. Great initiative! #SangliSolar #GreenEnergy",happy solar street light instal sangam bridge sangli great initiative sanglisolar greenenergy,sangli_twitter,positive,0.8439,positive,0.9,positive,2025-11-26 14:42:25.604584
Sangli needs better traffic management at Sangli Court. Rush hour is becoming impossible! #SangliTraffic #CivicIssues,sangli need well traffic management court rush hour impossible sanglitraffic civicissues,sangli_twitter,positive,0.4926,neutral,0.038888888888888896,positive,2025-11-26 14:42:25.604584
Water supply issues in Sangli Hospital Sangli for the 3rd day. When will Municipal Corporation fix this? #SangliWater #CivicIssues,water supply issue sangli hospital day municipal corporation fix sangliwater civicissues,sangli_twitter,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
Garbage collection delayed in Sangli Court area of Sangli. Streets getting dirty. @SangliMunicipal please help #SangliClean,garbage collection delay sangli court area street get dirty help sangliclean,sangli_twitter,positive,0.0516,negative,-0.6,positive,2025-11-26 14:42:25.604584
"Great to see new road construction in Vishrambag, Sangli! Thanks to municipal corporation! #SangliDevelopment #Infrastructure",great new road construction vishrambag sangli thank municipal corporation sanglidevelopment infrastructure,sangli_twitter,positive,0.8217,positive,0.4068181818181818,positive,2025-11-26 14:42:25.604584
Street lights not working in Station Road Sangli since last week. Safety concern for residents #SangliStreetLights #Safety,street light work station road sangli week safety concern resident sanglistreetlights,sangli_twitter,positive,0.6808,neutral,0.0,positive,2025-11-26 14:42:25.604584
"Pothole on Station Road Road, Sangli needs immediate attention. Vehicle damage risk! #SangliRoads #RoadMaintenance",pothole station road sangli need immediate attention vehicle damage risk sangliroads roadmaintenance,sangli_twitter,negative,-0.68,neutral,0.0,negative,2025-11-26 14:42:25.604584
"Appreciate the cleanliness drive in Sangli Railway Station, Sangli. Keep it up! #SwachhSangli #CleanSangli",appreciate cleanliness drive sangli railway station swachhsangli cleansangli,sangli_twitter,positive,0.4574,neutral,0.0,positive,2025-11-26 14:42:25.604584
Bus service frequency should increase on Sangli-Sangli Hospital. Long waiting times #SangliTransport #PublicBus,bus service frequency increase sangli hospital long wait time sanglitransport publicbus,sangli_twitter,positive,0.3182,neutral,-0.05,positive,2025-11-26 14:42:25.604584
"Park maintenance in Sangli Bus Stand, Sangli is excellent. Good job municipal team! #SangliParks #GreenSangli",park maintenance sangli bus stand excellent good job municipal team sangliparks greensangli,sangli_twitter,positive,0.784,positive,0.9375,positive,2025-11-26 14:42:25.604584
"Drainage system in Sangli Court, Sangli needs upgrade before monsoon #SangliDrainage #Monsoon2024",drainage system sangli court need upgrade monsoon sanglidrainage,sangli_twitter,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
Sangli Municipal Corporation should improve waste management in Market Yard #SangliWaste #MunicipalServices,sangli municipal corporation improve waste management market yard sangliwaste municipalservices,sangli_twitter,neutral,0.0258,negative,-0.2,neutral,2025-11-26 14:42:25.604584
"Traffic signals at Sangli Bus Stand, Sangli need proper timing adjustment #SangliTrafficSignals #RoadSafety",traffic signal sangli bus stand need proper timing adjustment sanglitrafficsignal roadsafety,sangli_twitter,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
Water quality in Sharad Nagar Sangli has improved! Good work by authorities #SangliWaterQuality #GoodGovernance,water quality sharad nagar sangli improve good work authority sangliwaterquality goodgovernance,sangli_twitter,positive,0.7424,positive,0.7,positive,2025-11-26 14:42:25.604584
Request Sangli MC to install more dustbins in Sangam Bridge market area #SangliCleanliness #PublicFacilities,request sangli mc install dustbin sangam bridge market area sanglicleanliness publicfacilities,sangli_twitter,neutral,0.0,positive,0.5,neutral,2025-11-26 14:42:25.604584
"Appreciate quick pothole repair work done in Sangli Railway Station, Sangli! Responsive governance #SangliRoadRepair #ThankYou",appreciate quick pothole repair work sangli railway station responsive governance sangliroadrepair thankyou,sangli_twitter,positive,0.6696,positive,0.41666666666666663,positive,2025-11-26 14:42:25.604584
Sangli needs better parking facilities near Ganpati Peth. Traffic congestion increasing #SangliParking #UrbanPlanning,sangli need well parking facility near ganpati peth traffic congestion increase sangliparking urbanplanning,sangli_twitter,positive,0.4404,positive,0.3,positive,2025-11-26 14:42:25.604584
Sangli Railway Station in Sangli requires street vendor regulation for smooth traffic flow #SangliTraffic #StreetVendors,sangli railway station require street vendor regulation smooth traffic flow sanglitraffic streetvendors,sangli_twitter,neutral,0.0,positive,0.4,neutral,2025-11-26 14:42:25.604584
Excellent work by Sangli fire brigade during recent emergency in Vishrambag! #SangliFireBrigade #EmergencyServices,excellent work sangli fire brigade recent emergency vishrambag sanglifirebrigade emergencyservices,sangli_twitter,negative,-0.1511,positive,0.5,negative,2025-11-26 14:42:25.604584
Sangli hospital services in Sangli Railway Station need improvement. Healthcare is priority #SangliHealthcare #PublicHealth,sangli hospital service railway station need improvement healthcare priority sanglihealthcare publichealth,sangli_twitter,positive,0.4588,neutral,0.0,positive,2025-11-26 14:42:25.604584
"Happy to see solar street lights installed in Miraj Road, Sangli. Great initiative! #SangliSolar #GreenEnergy",happy solar street light instal miraj road sangli great initiative sanglisolar greenenergy,sangli_twitter,positive,0.8439,positive,0.9,positive,2025-11-26 14:42:25.604584
Sangli needs better traffic management at Miraj Road. Rush hour is becoming impossible! #SangliTraffic #CivicIssues,sangli need well traffic management miraj road rush hour impossible sanglitraffic civicissues,sangli_twitter,positive,0.4926,neutral,0.038888888888888896,positive,2025-11-26 14:42:25.604584
Water supply issues in Bharat Nagar Sangli for the 3rd day. When will Municipal Corporation fix this? #SangliWater #CivicIssues,water supply issue bharat nagar sangli day municipal corporation fix sangliwater civicissues,sangli_twitter,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
Garbage collection delayed in Sangam Bridge area of Sangli. Streets getting dirty. @SangliMunicipal please help #SangliClean,garbage collection delay sangam bridge area sangli street get dirty help sangliclean,sangli_twitter,positive,0.0516,negative,-0.6,positive,2025-11-26 14:42:25.604584
"Great to see new road construction in Sangli Court, Sangli! Thanks to municipal corporation! #SangliDevelopment #Infrastructure",great new road construction sangli court thank municipal corporation sanglidevelopment infrastructure,sangli_twitter,positive,0.8217,positive,0.4068181818181818,positive,2025-11-26 14:42:25.604584
Street lights not working in Miraj Road Sangli since last week. Safety concern for residents #SangliStreetLights #Safety,street light work miraj road sangli week safety concern resident sanglistreetlights,sangli_twitter,positive,0.6808,neutral,0.0,positive,2025-11-26 14:42:25.604584
"Pothole on Sangli Hospital Road, Sangli needs immediate attention. Vehicle damage risk! #SangliRoads #RoadMaintenance",pothole sangli hospital road need immediate attention vehicle damage risk sangliroads roadmaintenance,sangli_twitter,negative,-0.68,neutral,0.0,negative,2025-11-26 14:42:25.604584
"Appreciate the cleanliness drive in Sharad Nagar, Sangli. Keep it up! #SwachhSangli #CleanSangli",appreciate cleanliness drive sharad nagar sangli swachhsangli cleansangli,sangli_twitter,positive,0.4574,neutral,0.0,positive,2025-11-26 14:42:25.604584
Bus service frequency should increase on Sangli-Market Yard. Long waiting times #SangliTransport #PublicBus,bus service frequency increase sangli market yard long wait time sanglitransport publicbus,sangli_twitter,positive,0.3182,neutral,-0.05,positive,2025-11-26 14:42:25.604584
"Park maintenance in Sangli Bus Stand, Sangli is excellent. Good job municipal team! #SangliParks #GreenSangli",park maintenance sangli bus stand excellent good job municipal team sangliparks greensangli,sangli_twitter,positive,0.784,positive,0.9375,positive,2025-11-26 14:42:25.604584
"Drainage system in Sangam Bridge, Sangli needs upgrade before monsoon #SangliDrainage #Monsoon2024",drainage system sangam bridge sangli need upgrade monsoon sanglidrainage,sangli_twitter,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
Sangli Municipal Corporation should improve waste management in Sharad Nagar #SangliWaste #MunicipalServices,sangli municipal corporation improve waste management sharad nagar sangliwaste municipalservices,sangli_twitter,neutral,0.0258,negative,-0.2,neutral,2025-11-26 14:42:25.604584
"Traffic signals at Bharat Nagar, Sangli need proper timing adjustment #SangliTrafficSignals #RoadSafety",traffic signal bharat nagar sangli need proper timing adjustment sanglitrafficsignal roadsafety,sangli_twitter,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
Water quality in Sangam Bridge Sangli has improved! Good work by authorities #SangliWaterQuality #GoodGovernance,water quality sangam bridge sangli improve good work authority sangliwaterquality goodgovernance,sangli_twitter,positive,0.7424,positive,0.7,positive,2025-11-26 14:42:25.604584
Request Sangli MC to install more dustbins in Collector Office market area #SangliCleanliness #PublicFacilities,request sangli mc install dustbin collector office market area sanglicleanliness publicfacilities,sangli_twitter,neutral,0.0,positive,0.5,neutral,2025-11-26 14:42:25.604584
"Appreciate quick pothole repair work done in Ganpati Peth, Sangli! Responsive governance #SangliRoadRepair #ThankYou",appreciate quick pothole repair work ganpati peth sangli responsive governance sangliroadrepair thankyou,sangli_twitter,positive,0.6696,positive,0.41666666666666663,positive,2025-11-26 14:42:25.604584
Sangli needs better parking facilities near Market Yard. Traffic congestion increasing #SangliParking #UrbanPlanning,sangli need well parking facility near market yard traffic congestion increase sangliparking urbanplanning,sangli_twitter,positive,0.4404,positive,0.3,positive,2025-11-26 14:42:25.604584
Bharat Nagar in Sangli requires street vendor regulation for smooth traffic flow #SangliTraffic #StreetVendors,bharat nagar sangli require street vendor regulation smooth traffic flow sanglitraffic streetvendors,sangli_twitter,neutral,0.0,positive,0.4,neutral,2025-11-26 14:42:25.604584
Excellent work by Sangli fire brigade during recent emergency in Collector Office! #SangliFireBrigade #EmergencyServices,excellent work sangli fire brigade recent emergency collector office sanglifirebrigade emergencyservices,sangli_twitter,negative,-0.1511,positive,0.5,negative,2025-11-26 14:42:25.604584
Sangli hospital services in Sangli Bus Stand need improvement. Healthcare is priority #SangliHealthcare #PublicHealth,sangli hospital service bus stand need improvement healthcare priority sanglihealthcare publichealth,sangli_twitter,positive,0.4588,neutral,0.0,positive,2025-11-26 14:42:25.604584
"Happy to see solar street lights installed in Vishrambag, Sangli. Great initiative! #SangliSolar #GreenEnergy",happy solar street light instal vishrambag sangli great initiative sanglisolar greenenergy,sangli_twitter,positive,0.8439,positive,0.9,positive,2025-11-26 14:42:25.604584
Sangli needs better traffic management at Sangli Railway Station. Rush hour is becoming impossible! #SangliTraffic #CivicIssues,sangli need well traffic management railway station rush hour impossible sanglitraffic civicissues,sangli_twitter,positive,0.4926,neutral,0.038888888888888896,positive,2025-11-26 14:42:25.604584
Water supply issues in Sangli Bus Stand Sangli for the 3rd day. When will Municipal Corporation fix this? #SangliWater #CivicIssues,water supply issue sangli bus stand day municipal corporation fix sangliwater civicissues,sangli_twitter,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
Garbage collection delayed in Bharat Nagar area of Sangli. Streets getting dirty. @SangliMunicipal please help #SangliClean,garbage collection delay bharat nagar area sangli street get dirty help sangliclean,sangli_twitter,positive,0.0516,negative,-0.6,positive,2025-11-26 14:42:25.604584
"Great to see new road construction in Miraj-Sangli Road, Sangli! Thanks to municipal corporation! #SangliDevelopment #Infrastructure",great new road construction miraj sangli thank municipal corporation sanglidevelopment infrastructure,sangli_twitter,positive,0.8217,positive,0.4068181818181818,positive,2025-11-26 14:42:25.604584
Street lights not working in Station Road Sangli since last week. Safety concern for residents #SangliStreetLights #Safety,street light work station road sangli week safety concern resident sanglistreetlights,sangli_twitter,positive,0.6808,neutral,0.0,positive,2025-11-26 14:42:25.604584
"Pothole on Miraj Road Road, Sangli needs immediate attention. Vehicle damage risk! #SangliRoads #RoadMaintenance",pothole miraj road sangli need immediate attention vehicle damage risk sangliroads roadmaintenance,sangli_twitter,negative,-0.68,neutral,0.0,negative,2025-11-26 14:42:25.604584
"Appreciate the cleanliness drive in Sangli Hospital, Sangli. Keep it up! #SwachhSangli #CleanSangli",appreciate cleanliness drive sangli hospital swachhsangli cleansangli,sangli_twitter,positive,0.4574,neutral,0.0,positive,2025-11-26 14:42:25.604584
Bus service frequency should increase on Sangli-Sangli Bus Stand. Long waiting times #SangliTransport #PublicBus,bus service frequency increase sangli stand long wait time sanglitransport publicbus,sangli_twitter,positive,0.3182,neutral,-0.05,positive,2025-11-26 14:42:25.604584
"Park maintenance in Ganpati Peth, Sangli is excellent. Good job municipal team! #SangliParks #GreenSangli",park maintenance ganpati peth sangli excellent good job municipal team sangliparks greensangli,sangli_twitter,positive,0.784,positive,0.9375,positive,2025-11-26 14:42:25.604584
"Drainage system in Market Yard, Sangli needs upgrade before monsoon #SangliDrainage #Monsoon2024",drainage system market yard sangli need upgrade monsoon sanglidrainage,sangli_twitter,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
Sangli Municipal Corporation should improve waste management in Station Road #SangliWaste #MunicipalServices,sangli municipal corporation improve waste management station road sangliwaste municipalservices,sangli_twitter,neutral,0.0258,negative,-0.2,neutral,2025-11-26 14:42:25.604584
"Traffic signals at Collector Office, Sangli need proper timing adjustment #SangliTrafficSignals #RoadSafety",traffic signal collector office sangli need proper timing adjustment sanglitrafficsignal roadsafety,sangli_twitter,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
Water quality in Sangli Railway Station Sangli has improved! Good work by authorities #SangliWaterQuality #GoodGovernance,water quality sangli railway station improve good work authority sangliwaterquality goodgovernance,sangli_twitter,positive,0.7424,positive,0.7,positive,2025-11-26 14:42:25.604584
Request Sangli MC to install more dustbins in Sangli Court market area #SangliCleanliness #PublicFacilities,request sangli mc install dustbin court market area sanglicleanliness publicfacilities,sangli_twitter,neutral,0.0,positive,0.5,neutral,2025-11-26 14:42:25.604584
"Appreciate quick pothole repair work done in Miraj-Sangli Road, Sangli! Responsive governance #SangliRoadRepair #ThankYou",appreciate quick pothole repair work miraj sangli road responsive governance sangliroadrepair thankyou,sangli_twitter,positive,0.6696,positive,0.41666666666666663,positive,2025-11-26 14:42:25.604584
Sangli needs better parking facilities near Vishrambag. Traffic congestion increasing #SangliParking #UrbanPlanning,sangli need well parking facility near vishrambag traffic congestion increase sangliparking urbanplanning,sangli_twitter,positive,0.4404,positive,0.3,positive,2025-11-26 14:42:25.604584
Sangli Railway Station in Sangli requires street vendor regulation for smooth traffic flow #SangliTraffic #StreetVendors,sangli railway station require street vendor regulation smooth traffic flow sanglitraffic streetvendors,sangli_twitter,neutral,0.0,positive,0.4,neutral,2025-11-26 14:42:25.604584
Excellent work by Sangli fire brigade during recent emergency in Miraj-Sangli Road! #SangliFireBrigade #EmergencyServices,excellent work sangli fire brigade recent emergency miraj road sanglifirebrigade emergencyservices,sangli_twitter,negative,-0.1511,positive,0.5,negative,2025-11-26 14:42:25.604584
Sangli hospital services in Sangli Hospital need improvement. Healthcare is priority #SangliHealthcare #PublicHealth,sangli hospital service need improvement healthcare priority sanglihealthcare publichealth,sangli_twitter,positive,0.4588,neutral,0.0,positive,2025-11-26 14:42:25.604584
"Happy to see solar street lights installed in Sangli Hospital, Sangli. Great initiative! #SangliSolar #GreenEnergy",happy solar street light instal sangli hospital great initiative sanglisolar greenenergy,sangli_twitter,positive,0.8439,positive,0.9,positive,2025-11-26 14:42:25.604584
Sangli needs better traffic management at Vishrambag. Rush hour is becoming impossible! #SangliTraffic #CivicIssues,sangli need well traffic management vishrambag rush hour impossible sanglitraffic civicissues,sangli_twitter,positive,0.4926,neutral,0.038888888888888896,positive,2025-11-26 14:42:25.604584
Water supply issues in Sangli Bus Stand Sangli for the 3rd day. When will Municipal Corporation fix this? #SangliWater #CivicIssues,water supply issue sangli bus stand day municipal corporation fix sangliwater civicissues,sangli_twitter,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
Garbage collection delayed in Miraj Road area of Sangli. Streets getting dirty. @SangliMunicipal please help #SangliClean,garbage collection delay miraj road area sangli street get dirty help sangliclean,sangli_twitter,positive,0.0516,negative,-0.6,positive,2025-11-26 14:42:25.604584
"Great to see new road construction in Collector Office, Sangli! Thanks to municipal corporation! #SangliDevelopment #Infrastructure",great new road construction collector office sangli thank municipal corporation sanglidevelopment infrastructure,sangli_twitter,positive,0.8217,positive,0.4068181818181818,positive,2025-11-26 14:42:25.604584
Street lights not working in Sangli Railway Station Sangli since last week. Safety concern for residents #SangliStreetLights #Safety,street light work sangli railway station week safety concern resident sanglistreetlights,sangli_twitter,positive,0.6808,neutral,0.0,positive,2025-11-26 14:42:25.604584
"Pothole on Station Road Road, Sangli needs immediate attention. Vehicle damage risk! #SangliRoads #RoadMaintenance",pothole station road sangli need immediate attention vehicle damage risk sangliroads roadmaintenance,sangli_twitter,negative,-0.68,neutral,0.0,negative,2025-11-26 14:42:25.604584
"Appreciate the cleanliness drive in Bharat Nagar, Sangli. Keep it up! #SwachhSangli #CleanSangli",appreciate cleanliness drive bharat nagar sangli swachhsangli cleansangli,sangli_twitter,positive,0.4574,neutral,0.0,positive,2025-11-26 14:42:25.604584
Bus service frequency should increase on Sangli-Vishrambag. Long waiting times #SangliTransport #PublicBus,bus service frequency increase sangli vishrambag long wait time sanglitransport publicbus,sangli_twitter,positive,0.3182,neutral,-0.05,positive,2025-11-26 14:42:25.604584
"Park maintenance in Miraj-Sangli Road, Sangli is excellent. Good job municipal team! #SangliParks #GreenSangli",park maintenance miraj sangli road excellent good job municipal team sangliparks greensangli,sangli_twitter,positive,0.784,positive,0.9375,positive,2025-11-26 14:42:25.604584
"Drainage system in Sangli Railway Station, Sangli needs upgrade before monsoon #SangliDrainage #Monsoon2024",drainage system sangli railway station need upgrade monsoon sanglidrainage,sangli_twitter,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
Sangli Municipal Corporation should improve waste management in Miraj-Sangli Road #SangliWaste #MunicipalServices,sangli municipal corporation improve waste management miraj road sangliwaste municipalservices,sangli_twitter,neutral,0.0258,negative,-0.2,neutral,2025-11-26 14:42:25.604584
"Traffic signals at Miraj-Sangli Road, Sangli need proper timing adjustment #SangliTrafficSignals #RoadSafety",traffic signal miraj sangli road need proper timing adjustment sanglitrafficsignal roadsafety,sangli_twitter,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
Water quality in Sangli Bus Stand Sangli has improved! Good work by authorities #SangliWaterQuality #GoodGovernance,water quality sangli bus stand improve good work authority sangliwaterquality goodgovernance,sangli_twitter,positive,0.7424,positive,0.7,positive,2025-11-26 14:42:25.604584
Request Sangli MC to install more dustbins in Sangli Court market area #SangliCleanliness #PublicFacilities,request sangli mc install dustbin court market area sanglicleanliness publicfacilities,sangli_twitter,neutral,0.0,positive,0.5,neutral,2025-11-26 14:42:25.604584
"Appreciate quick pothole repair work done in Sangli Hospital, Sangli! Responsive governance #SangliRoadRepair #ThankYou",appreciate quick pothole repair work sangli hospital responsive governance sangliroadrepair thankyou,sangli_twitter,positive,0.6696,positive,0.41666666666666663,positive,2025-11-26 14:42:25.604584
Sangli needs better parking facilities near Miraj-Sangli Road. Traffic congestion increasing #SangliParking #UrbanPlanning,sangli need well parking facility near miraj road traffic congestion increase sangliparking urbanplanning,sangli_twitter,positive,0.4404,positive,0.3,positive,2025-11-26 14:42:25.604584
Bharat Nagar in Sangli requires street vendor regulation for smooth traffic flow #SangliTraffic #StreetVendors,bharat nagar sangli require street vendor regulation smooth traffic flow sanglitraffic streetvendors,sangli_twitter,neutral,0.0,positive,0.4,neutral,2025-11-26 14:42:25.604584
Excellent work by Sangli fire brigade during recent emergency in Vishrambag! #SangliFireBrigade #EmergencyServices,excellent work sangli fire brigade recent emergency vishrambag sanglifirebrigade emergencyservices,sangli_twitter,negative,-0.1511,positive,0.5,negative,2025-11-26 14:42:25.604584
Sangli hospital services in Sangam Bridge need improvement. Healthcare is priority #SangliHealthcare #PublicHealth,sangli hospital service sangam bridge need improvement healthcare priority sanglihealthcare publichealth,sangli_twitter,positive,0.4588,neutral,0.0,positive,2025-11-26 14:42:25.604584
"Happy to see solar street lights installed in Collector Office, Sangli. Great initiative! #SangliSolar #GreenEnergy",happy solar street light instal collector office sangli great initiative sanglisolar greenenergy,sangli_twitter,positive,0.8439,positive,0.9,positive,2025-11-26 14:42:25.604584
Sangli woman held for Rs 2 lakh extortion bid - Times of India Sangli woman held for Rs 2 lakh extortion bid  Times of India Sangli woman held for Rs 2 lakh extortion bid  Times of India,sangli woman hold lakh extortion bid times india,local_news,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
Meeting held to review proposed airport at Kavalapur in Sangli dist - Times of India Meeting held to review proposed airport at Kavalapur in Sangli dist  Times of India Meeting held to review proposed airport at Kavalapur in Sangli dist  Times of India,meeting hold review propose airport kavalapur sangli dist times india,local_news,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
Sangli : शेरीनाल्याचे पाणी कृष्णेत मिसळल्याने आरोग्य धोक्यात - Pudhari News Sangli : शेरीनाल्याचे पाणी कृष्णेत मिसळल्याने आरोग्य धोक्यात  Pudhari News Sangli : शेरीनाल्याचे पाणी कृष्णेत मिसळल्याने आरोग्य धोक्यात  Pudhari News,sangli pudhari news,local_news,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
Sangli News: मिरजेत वर्चस्ववादातून अट्टल गुंडांनी तरुणाचा मुडदा पाडला सांगलीत नवऱ्यानं - ABP Majha Sangli News: मिरजेत वर्चस्ववादातून अट्टल गुंडांनी तरुणाचा मुडदा पाडला सांगलीत नवऱ्यानं  ABP Majha Sangli News: मिरजेत वर्चस्ववादातून अट्टल गुंडांनी तरुणाचा मुडदा पाडला सांगलीत नवऱ्यानं  ABP Majha,sangli news abp majha,local_news,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
Sangli News: ‘शहर काँग्रेसतर्फे कर्नाळ रस्ता डांबरीकरणासाठी ‘रास्ता रोको’; विविध संघटनांचा आंदोलनाला पाठिंबा.. - Esakal Sangli News: ‘शहर काँग्रेसतर्फे कर्नाळ रस्ता डांबरीकरणासाठी ‘रास्ता रोको’; विविध संघटनांचा आंदोलनाला पाठिंबा..  Esakal Sangli News: ‘शहर काँग्रेसतर्फे कर्नाळ रस्ता डांबरीकरणासाठी ‘रास्ता रोको’; विविध संघटनांचा आंदोलनाला पाठिंबा..  Esakal,sangli news शहर esakal,local_news,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
Sangli : महापालिका हद्दीसह लगतचे 36 रस्ते होणार विकसित - Pudhari News Sangli : महापालिका हद्दीसह लगतचे 36 रस्ते होणार विकसित  Pudhari News Sangli : महापालिका हद्दीसह लगतचे 36 रस्ते होणार विकसित  Pudhari News,sangli pudhari news,local_news,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
Sangli : खोदकामानंतरही गारपीर चौक रस्ता चिखलातच - MSN Sangli : खोदकामानंतरही गारपीर चौक रस्ता चिखलातच  MSN Sangli : खोदकामानंतरही गारपीर चौक रस्ता चिखलातच  MSN,sangli msn,local_news,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
